GW1.24H_LASKIN_T,,Sub,station,GW1,24H,calculator,time,program,,,,,,,,,
VAK2.TK1_PDE21_M,,Sub,station,VAK2,supply,air,machine1,PDE21,measurement,,,,,,,,
VAK2.TK1_PDIE01_ARH,,Sub,station,VAK2,supply,air,machine1,PDIE01,low,limit,alarm,,,,,,
VAK2.TK1_PDIE01_M,,Sub,station,VAK2,supply,air,machine1,PDIE01,measurement,,,,,,,,
VAK2.TK1_PDIE01_YRH,,Sub,station,VAK2,supply,air,machine1,PDIE01,high,limit,alarm,,,,,,
VAK2.TK1_PDIE19_ARH,,Sub,station,VAK2,supply,air,machine1,PDIE19,low,limit,alarm,,,,,,
VAK2.TK1_PDIE19_M,,Sub,station,VAK2,supply,air,machine1,PDIE19,measurement,,,,,,,,
VAK2.TK1_PDIE19_YRH,,Sub,station,VAK2,supply,air,machine1,PDIE19,high,limit,alarm,,,,,,
VAK2.TK1_PE40_M,,Sub,station,VAK2,supply,air,machine1,PE40,measurement,,,,,,,,
VAK2.TK1_PE41_ARH,,Sub,station,VAK2,supply,air,machine1,PE41,low,limit,alarm,,,,,,
VAK2.TK1_PE41_M,,Sub,station,VAK2,supply,air,machine1,PE41,measurement,,,,,,,,
VAK2.TK1_PF_ILMAVIRTA_ASETUS_FM,,Sub,station,VAK2,supply,air,machine1,PF,ILMAVIRTA,set,point,fictional,point,measurement,,,
VAK2.TK1_PF_SM_KAM,,Sub,station,VAK2,supply,air,machine1,PF,SM,KAM,,,,,,,
VAK2.TK1_PF_SM_KHM,,Sub,station,VAK2,supply,air,machine1,PF,SM,KHM,,,,,,,
VAK2.TK1_PF_SM_KM,,Sub,station,VAK2,supply,air,machine1,PF,SM,KM,,,,,,,
VAK2.TK1_PIE10_C,,Sub,station,VAK2,supply,air,machine1,PIE,10,control,,,,,,,
VAK2.TK1_PIE10_M,,Sub,station,VAK2,supply,air,machine1,PIE,10,measurement,,,,,,,
VAK2.TK1_PIE10_RH,,Sub,station,VAK2,supply,air,machine1,PIE,10,RH,,,,,,,
VAK2.TK1_PIE19_C,,Sub,station,VAK2,supply,air,machine1,PIE,19,control,,,,,,,
VAK2.TK1_PIE19_M,,Sub,station,VAK2,supply,air,machine1,PIE,19,measurement,,,,,,,
VAK2.TK1_PIE19_RH,,Sub,station,VAK2,supply,air,machine1,PIE,19,RH,,,,,,,
VAK2.TK1_PU02_FI,,Sub,station,VAK2,supply,air,machine1,PU,2,FI,,,,,,,
VAK2.TK1_PU02_I,,Sub,station,VAK2,supply,air,machine1,PU,2,state,,,,,,,
VAK2.TK1_QE19_ARH,,Sub,station,VAK2,supply,air,machine1,CO2,sensor,19,low,limit,alarm,,,,
VAK2.TK1_QE19_M,,Sub,station,VAK2,supply,air,machine1,CO2,sensor,19,measurement,,,,,,
VAK2.TK1_QE19_YRH,,Sub,station,VAK2,supply,air,machine1,CO2,sensor,19,high,limit,alarm,,,,
VAK2.TK1_SC02_A,,Sub,station,VAK2,supply,air,machine1,SC02,control,point,,,,,,,
VAK2.TK1_SC02_FH,,Sub,station,VAK2,supply,air,machine1,SC02,fictional,alarm,point,,,,,,
VAK2.TK1_SC08_A,,Sub,station,VAK2,supply,air,machine1,SC08,control,point,,,,,,,
VAK2.TK1_SC08_FH,,Sub,station,VAK2,supply,air,machine1,SC08,fictional,alarm,point,,,,,,
VAK2.TK1_SC08_FO,,Sub,station,VAK2,supply,air,machine1,SC08,fictional,control,point,,,,,,
VAK2.TK1_SC08_I,,Sub,station,VAK2,supply,air,machine1,SC08,state,,,,,,,,
VAK2.TK1_SC21_A,,Sub,station,VAK2,supply,air,machine1,SC21,control,point,,,,,,,
VAK2.TK1_SC21_FH,,Sub,station,VAK2,supply,air,machine1,SC21,fictional,alarm,point,,,,,,
VAK2.TK1_SC21_FO,,Sub,station,VAK2,supply,air,machine1,SC21,fictional,control,point,,,,,,
VAK2.TK1_SC21_I,,Sub,station,VAK2,supply,air,machine1,SC21,state,,,,,,,,
VAK2.TK1_SFP_FM,,Sub,station,VAK2,supply,air,machine1,SFP,fictional,point,measurement,,,,,,
VAK2.TK1_SIS_PUH_L,,Sub,station,VAK2,supply,air,machine1,SIS,PU,H,device,point,,,,,
VAK2.TK1_T,,Sub,station,VAK2,supply,air,machine1,time,program,,,,,,,,
VAK2.TK1_TE00_M,,Sub,station,VAK2,supply,air,machine1,temperature,measurement,0,measurement,,,,,,
VAK2.TK1_TE10_ARH,,Sub,station,VAK2,supply,air,machine1,temperature,measurement,10,low,limit,alarm,,,,
VAK2.TK1_TE10_C,,Sub,station,VAK2,supply,air,machine1,temperature,measurement,10,control,,,,,,
VAK2.TK1_TE10_M,,Sub,station,VAK2,supply,air,machine1,temperature,measurement,10,measurement,,,,,,
VAK2.TK1_TE10_PVH,,Sub,station,VAK2,supply,air,machine1,temperature,measurement,10,PVH,,,,,,
VAK2.TK1_TE10_RH,,Sub,station,VAK2,supply,air,machine1,temperature,measurement,10,RH,,,,,,
VAK2.TK1_TE10_YRH,,Sub,station,VAK2,supply,air,machine1,temperature,measurement,10,high,limit,alarm,,,,
VAK2.TK1_TE19_ARH,,Sub,station,VAK2,supply,air,machine1,temperature,measurement,19,low,limit,alarm,,,,
VAK2.TK1_TE19_M,,Sub,station,VAK2,supply,air,machine1,temperature,measurement,19,measurement,,,,,,
VAK2.TK1_TE19_PVH,,Sub,station,VAK2,supply,air,machine1,temperature,measurement,19,PVH,,,,,,
VAK2.TK1_TE19_YRH,,Sub,station,VAK2,supply,air,machine1,temperature,measurement,19,high,limit,alarm,,,,
VAK2.TK1_TE21_M,,Sub,station,VAK2,supply,air,machine1,temperature,measurement,21,measurement,,,,,,
VAK2.TK1_TE40_M,,Sub,station,VAK2,supply,air,machine1,temperature,measurement,40,measurement,,,,,,
VAK2.TK1_TE41_M,,Sub,station,VAK2,supply,air,machine1,temperature,measurement,41,measurement,,,,,,
VAK2.TK1_TE42_M,,Sub,station,VAK2,supply,air,machine1,temperature,measurement,42,measurement,,,,,,
VAK2.TK1_TF_ILMAVIRTA_ASETUS_FM,,Sub,station,VAK2,supply,air,machine1,TF,ILMAVIRTA,set,point,fictional,point,measurement,,,
VAK2.TK1_TF_SM_KAM,,Sub,station,VAK2,supply,air,machine1,TF,SM,KAM,,,,,,,
VAK2.TK1_TF_SM_KHM,,Sub,station,VAK2,supply,air,machine1,TF,SM,KHM,,,,,,,
VAK2.TK1_TF_SM_KM,,Sub,station,VAK2,supply,air,machine1,TF,SM,KM,,,,,,,
VAK2.TK1_TT,,Sub,station,VAK2,supply,air,machine1,transmitter,,,,,,,,,
VAK2.TK1_TV02_A,,Sub,station,VAK2,supply,air,machine1,TV02,control,point,,,,,,,
VAK2.TK1_TV04_A,,Sub,station,VAK2,supply,air,machine1,TV04,control,point,,,,,,,
VAK2.TK1_TV05_A,,Sub,station,VAK2,supply,air,machine1,TV05,control,point,,,,,,,
VAK2.TK1_VAK2_PF_SM_KHM,,Sub,station,VAK2,supply,air,machine1,VAK2,PF,SM,KHM,,,,,,
VAK2.TK1_VAK2_PF_SM_KM,,Sub,station,VAK2,supply,air,machine1,VAK2,PF,SM,KM,,,,,,
VAK2.TK1_VAK2_TF_SM_KHM,,Sub,station,VAK2,supply,air,machine1,VAK2,TF,SM,KHM,,,,,,
VAK2.TK1_VAK2_TF_SM_KM,,Sub,station,VAK2,supply,air,machine1,VAK2,TF,SM,KM,,,,,,
VAK2.TK2_ECO_B_FH,,Sub,station,VAK2,supply,air,machine2,ECO,B,fictional,alarm,point,,,,,
VAK2.TK2_ECO_FH,,Sub,station,VAK2,supply,air,machine2,ECO,fictional,alarm,point,,,,,,
VAK2.TK2_ECO_HUURT_FH,,Sub,station,VAK2,supply,air,machine2,ECO,HUURT,fictional,alarm,point,,,,,
VAK2.TK2_ECO_HYOTYS_FH,,Sub,station,VAK2,supply,air,machine2,ECO,alarm,point,YOTYS,fictional,alarm,point,,,
VAK2.TK2_ECO_I,,Sub,station,VAK2,supply,air,machine2,ECO,state,,,,,,,,
VAK2.TK2_ECO_JATE_TEHO_FM,,Sub,station,VAK2,supply,air,machine2,ECO,JATE,power,fictional,point,measurement,,,,
VAK2.TK2_ECO_JSTART_FO,,Sub,station,VAK2,supply,air,machine2,ECO,JSTART,fictional,control,point,,,,,
VAK2.TK2_ECO_KYLM_TALT_FO,,Sub,station,VAK2,supply,air,machine2,ECO,time,YLM,TALT,fictional,control,point,,,
VAK2.TK2_ECO_LISA_LAM_TEHO_FM,,Sub,station,VAK2,supply,air,machine2,ECO,LISA,LAM,power,fictional,point,measurement,,,
VAK2.TK2_ECO_LTO_TEHO_FM,,Sub,station,VAK2,supply,air,machine2,ECO,LTO,power,fictional,point,measurement,,,,
VAK2.TK2_ECO_M,,Sub,station,VAK2,supply,air,machine2,ECO,measurement,,,,,,,,
VAK2.TK2_ECO_MODBUS_VIKA_H,,Sub,station,VAK2,supply,air,machine2,ECO,MODBUS,VIKA,alarm,point,,,,,
VAK2.TK2_ECO_START_FO,,Sub,station,VAK2,supply,air,machine2,ECO,START,fictional,control,point,,,,,
VAK2.TK2_ECO_TALTEEN_ENER_TEHO_FM,,Sub,station,VAK2,supply,air,machine2,ECO,TALTEEN,ENER,power,fictional,point,measurement,,,
VAK2.TK2_ECO_TEHO_FM,,Sub,station,VAK2,supply,air,machine2,ECO,power,fictional,point,measurement,,,,,
VAK2.TK2_ECO_TULO_JAAH_TEHO_FM,,Sub,station,VAK2,supply,air,machine2,ECO,TULO,cooling,power,fictional,point,measurement,,,
VAK2.TK2_ECO_TZA_FH,,Sub,station,VAK2,supply,air,machine2,ECO,TZA,fictional,alarm,point,,,,,
VAK2.TK2_ECONET_KUITTI_FO,,Sub,station,VAK2,supply,air,machine2,ECONET,time,UITTI,fictional,control,point,,,,
VAK2.TK2_FE_10_C,,Sub,station,VAK2,supply,air,machine2,FE,10,control,,,,,,,
VAK2.TK2_FE_19_C,,Sub,station,VAK2,supply,air,machine2,FE,19,control,,,,,,,
VAK2.TK2_FI_MAX_FM,,Sub,station,VAK2,supply,air,machine2,FI,MAX,fictional,point,measurement,,,,,
VAK2.TK2_FI_PF_FM,,Sub,station,VAK2,supply,air,machine2,FI,PF,fictional,point,measurement,,,,,
VAK2.TK2_FI_TF_FM,,Sub,station,VAK2,supply,air,machine2,FI,TF,fictional,point,measurement,,,,,
VAK2.TK2_FZ_O,,Sub,station,VAK2,supply,air,machine2,motor,plate,control,point,,,,,,
VAK2.TK2_LTO_A,,Sub,station,VAK2,supply,air,machine2,LTO,control,point,,,,,,,
VAK2.TK2_LTOHY_FM,,Sub,station,VAK2,supply,air,machine2,LTOHY,fictional,point,measurement,,,,,,
VAK2.TK2_PDE08_M,,Sub,station,VAK2,supply,air,machine2,PDE08,measurement,,,,,,,,
VAK2.TK2_PDE21_M,,Sub,station,VAK2,supply,air,machine2,PDE21,measurement,,,,,,,,
VAK2.TK2_PDIE01_ARH,,Sub,station,VAK2,supply,air,machine2,PDIE01,low,limit,alarm,,,,,,
VAK2.TK2_PDIE01_M,,Sub,station,VAK2,supply,air,machine2,PDIE01,measurement,,,,,,,,
VAK2.TK2_PDIE01_YRH,,Sub,station,VAK2,supply,air,machine2,PDIE01,high,limit,alarm,,,,,,
VAK2.TK2_PDIE19_ARH,,Sub,station,VAK2,supply,air,machine2,PDIE19,low,limit,alarm,,,,,,
VAK2.TK2_PDIE19_M,,Sub,station,VAK2,supply,air,machine2,PDIE19,measurement,,,,,,,,
VAK2.TK2_PDIE19_YRH,,Sub,station,VAK2,supply,air,machine2,PDIE19,high,limit,alarm,,,,,,
VAK2.TK2_PE40_M,,Sub,station,VAK2,supply,air,machine2,PE40,measurement,,,,,,,,
VAK2.TK2_PE41_ARH,,Sub,station,VAK2,supply,air,machine2,PE41,low,limit,alarm,,,,,,
VAK2.TK2_PE41_M,,Sub,station,VAK2,supply,air,machine2,PE41,measurement,,,,,,,,
VAK2.TK2_PF_ILMAVIRTA_ASETUS_FM,,Sub,station,VAK2,supply,air,machine2,PF,ILMAVIRTA,set,point,fictional,point,measurement,,,
VAK2.TK2_PF_SM_KAM,,Sub,station,VAK2,supply,air,machine2,PF,SM,KAM,,,,,,,
VAK2.TK2_PF_SM_KHM,,Sub,station,VAK2,supply,air,machine2,PF,SM,KHM,,,,,,,
VAK2.TK2_PF_SM_KM,,Sub,station,VAK2,supply,air,machine2,PF,SM,KM,,,,,,,
VAK2.TK2_PIE10_C,,Sub,station,VAK2,supply,air,machine2,PIE,10,control,,,,,,,
VAK2.TK2_PIE10_M,,Sub,station,VAK2,supply,air,machine2,PIE,10,measurement,,,,,,,
VAK2.TK2_PIE10_RH,,Sub,station,VAK2,supply,air,machine2,PIE,10,RH,,,,,,,
VAK2.TK2_PIE19_C,,Sub,station,VAK2,supply,air,machine2,PIE,19,control,,,,,,,
VAK2.TK2_PIE19_M,,Sub,station,VAK2,supply,air,machine2,PIE,19,measurement,,,,,,,
VAK2.TK2_PIE19_RH,,Sub,station,VAK2,supply,air,machine2,PIE,19,RH,,,,,,,
VAK2.TK2_PU02_FI,,Sub,station,VAK2,supply,air,machine2,PU,2,FI,,,,,,,
VAK2.TK2_PU02_I,,Sub,station,VAK2,supply,air,machine2,PU,2,state,,,,,,,
VAK2.TK2_QE19_ARH,,Sub,station,VAK2,supply,air,machine2,CO2,sensor,19,low,limit,alarm,,,,
VAK2.TK2_QE19_M,,Sub,station,VAK2,supply,air,machine2,CO2,sensor,19,measurement,,,,,,
VAK2.TK2_QE19_YRH,,Sub,station,VAK2,supply,air,machine2,CO2,sensor,19,high,limit,alarm,,,,
VAK2.TK2_SC02_A,,Sub,station,VAK2,supply,air,machine2,SC02,control,point,,,,,,,
VAK2.TK2_SC02_FH,,Sub,station,VAK2,supply,air,machine2,SC02,fictional,alarm,point,,,,,,
VAK2.TK2_SC08_A,,Sub,station,VAK2,supply,air,machine2,SC08,control,point,,,,,,,
VAK2.TK2_SC08_FH,,Sub,station,VAK2,supply,air,machine2,SC08,fictional,alarm,point,,,,,,
VAK2.TK2_SC08_FO,,Sub,station,VAK2,supply,air,machine2,SC08,fictional,control,point,,,,,,
VAK2.TK2_SC08_I,,Sub,station,VAK2,supply,air,machine2,SC08,state,,,,,,,,
VAK2.TK2_SC21_A,,Sub,station,VAK2,supply,air,machine2,SC21,control,point,,,,,,,
VAK2.TK2_SC21_FH,,Sub,station,VAK2,supply,air,machine2,SC21,fictional,alarm,point,,,,,,
VAK2.TK2_SC21_FO,,Sub,station,VAK2,supply,air,machine2,SC21,fictional,control,point,,,,,,
VAK2.TK2_SC21_I,,Sub,station,VAK2,supply,air,machine2,SC21,state,,,,,,,,
VAK2.TK2_SFP_FM,,Sub,station,VAK2,supply,air,machine2,SFP,fictional,point,measurement,,,,,,
VAK2.TK2_SIS_PUH_L,,Sub,station,VAK2,supply,air,machine2,SIS,PU,H,device,point,,,,,
VAK2.TK2_T,,Sub,station,VAK2,supply,air,machine2,time,program,,,,,,,,
VAK2.TK2_TE00_M,,Sub,station,VAK2,supply,air,machine2,temperature,measurement,0,measurement,,,,,,
VAK2.TK2_TE10_ARH,,Sub,station,VAK2,supply,air,machine2,temperature,measurement,10,low,limit,alarm,,,,
VAK2.TK2_TE10_C,,Sub,station,VAK2,supply,air,machine2,temperature,measurement,10,control,,,,,,
VAK2.TK2_TE10_M,,Sub,station,VAK2,supply,air,machine2,temperature,measurement,10,measurement,,,,,,
VAK2.TK2_TE10_PVH,,Sub,station,VAK2,supply,air,machine2,temperature,measurement,10,PVH,,,,,,
VAK2.TK2_TE10_RH,,Sub,station,VAK2,supply,air,machine2,temperature,measurement,10,RH,,,,,,
VAK2.TK2_TE10_YRH,,Sub,station,VAK2,supply,air,machine2,temperature,measurement,10,high,limit,alarm,,,,
VAK2.TK2_TE19_ARH,,Sub,station,VAK2,supply,air,machine2,temperature,measurement,19,low,limit,alarm,,,,
VAK2.TK2_TE19_M,,Sub,station,VAK2,supply,air,machine2,temperature,measurement,19,measurement,,,,,,
VAK2.TK2_TE19_PVH,,Sub,station,VAK2,supply,air,machine2,temperature,measurement,19,PVH,,,,,,
VAK2.TK2_TE19_YRH,,Sub,station,VAK2,supply,air,machine2,temperature,measurement,19,high,limit,alarm,,,,
VAK2.TK2_TE21_M,,Sub,station,VAK2,supply,air,machine2,temperature,measurement,21,measurement,,,,,,
VAK2.TK2_TE40_M,,Sub,station,VAK2,supply,air,machine2,temperature,measurement,40,measurement,,,,,,
VAK2.TK2_TE41_M,,Sub,station,VAK2,supply,air,machine2,temperature,measurement,41,measurement,,,,,,
VAK2.TK2_TE42_M,,Sub,station,VAK2,supply,air,machine2,temperature,measurement,42,measurement,,,,,,
VAK2.TK2_TF_ILMAVIRTA_ASETUS_FM,,Sub,station,VAK2,supply,air,machine2,TF,ILMAVIRTA,set,point,fictional,point,measurement,,,
VAK2.TK2_TF_SM_KAM,,Sub,station,VAK2,supply,air,machine2,TF,SM,KAM,,,,,,,
VAK2.TK2_TF_SM_KHM,,Sub,station,VAK2,supply,air,machine2,TF,SM,KHM,,,,,,,
VAK2.TK2_TF_SM_KM,,Sub,station,VAK2,supply,air,machine2,TF,SM,KM,,,,,,,
VAK2.TK2_TT,,Sub,station,VAK2,supply,air,machine2,transmitter,,,,,,,,,
VAK2.TK2_TV02_A,,Sub,station,VAK2,supply,air,machine2,TV02,control,point,,,,,,,
VAK2.TK2_TV04_A,,Sub,station,VAK2,supply,air,machine2,TV04,control,point,,,,,,,
VAK2.TK2_TV05_A,,Sub,station,VAK2,supply,air,machine2,TV05,control,point,,,,,,,
VAK2.TK2_VAK2_PF_SM_KHM,,Sub,station,VAK2,supply,air,machine2,VAK2,PF,SM,KHM,,,,,,
VAK2.TK2_VAK2_PF_SM_KM,,Sub,station,VAK2,supply,air,machine2,VAK2,PF,SM,KM,,,,,,
VAK2.TK2_VAK2_TF_SM_KHM,,Sub,station,VAK2,supply,air,machine2,VAK2,TF,SM,KHM,,,,,,
VAK2.TK2_VAK2_TF_SM_KM,,Sub,station,VAK2,supply,air,machine2,VAK2,TF,SM,KM,,,,,,
VAK2.TK3_ECO_B_FH,,Sub,station,VAK2,supply,air,machine3,ECO,B,fictional,alarm,point,,,,,
VAK2.TK3_ECO_FH,,Sub,station,VAK2,supply,air,machine3,ECO,fictional,alarm,point,,,,,,
VAK2.TK3_ECO_HUURT_FH,,Sub,station,VAK2,supply,air,machine3,ECO,HUURT,fictional,alarm,point,,,,,
VAK2.TK3_ECO_HYOTYS_FH,,Sub,station,VAK2,supply,air,machine3,ECO,alarm,point,YOTYS,fictional,alarm,point,,,
VAK2.TK3_ECO_I,,Sub,station,VAK2,supply,air,machine3,ECO,state,,,,,,,,
VAK2.TK3_ECO_JATE_TEHO_FM,,Sub,station,VAK2,supply,air,machine3,ECO,JATE,power,fictional,point,measurement,,,,
VAK2.TK3_ECO_JSTART_FO,,Sub,station,VAK2,supply,air,machine3,ECO,JSTART,fictional,control,point,,,,,
VAK2.TK3_ECO_KYLM_TALT_FO,,Sub,station,VAK2,supply,air,machine3,ECO,time,YLM,TALT,fictional,control,point,,,
VAK2.TK3_ECO_LISA_LAM_TEHO_FM,,Sub,station,VAK2,supply,air,machine3,ECO,LISA,LAM,power,fictional,point,measurement,,,
VAK2.TK3_ECO_LTO_TEHO_FM,,Sub,station,VAK2,supply,air,machine3,ECO,LTO,power,fictional,point,measurement,,,,
VAK2.TK3_ECO_M,,Sub,station,VAK2,supply,air,machine3,ECO,measurement,,,,,,,,
VAK2.TK3_ECO_MODBUS_VIKA_H,,Sub,station,VAK2,supply,air,machine3,ECO,MODBUS,VIKA,alarm,point,,,,,
VAK2.TK3_ECO_START_FO,,Sub,station,VAK2,supply,air,machine3,ECO,START,fictional,control,point,,,,,
VAK2.TK3_ECO_TALTEEN_ENER_TEHO_FM,,Sub,station,VAK2,supply,air,machine3,ECO,TALTEEN,ENER,power,fictional,point,measurement,,,
VAK2.TK3_ECO_TEHO_FM,,Sub,station,VAK2,supply,air,machine3,ECO,power,fictional,point,measurement,,,,,
VAK2.TK3_ECO_TULO_JAAH_TEHO_FM,,Sub,station,VAK2,supply,air,machine3,ECO,TULO,cooling,power,fictional,point,measurement,,,
VAK2.TK3_ECO_TZA_FH,,Sub,station,VAK2,supply,air,machine3,ECO,TZA,fictional,alarm,point,,,,,
VAK2.TK3_ECONET_KUITTI_FO,,Sub,station,VAK2,supply,air,machine3,ECONET,time,UITTI,fictional,control,point,,,,
VAK2.TK3_FI_MAX_FM,,Sub,station,VAK2,supply,air,machine3,FI,MAX,fictional,point,measurement,,,,,
VAK2.TK3_FI_PF_FM,,Sub,station,VAK2,supply,air,machine3,FI,PF,fictional,point,measurement,,,,,
VAK2.TK3_FI_TF_FM,,Sub,station,VAK2,supply,air,machine3,FI,TF,fictional,point,measurement,,,,,
VAK2.TK3_FZ_O,,Sub,station,VAK2,supply,air,machine3,motor,plate,control,point,,,,,,
VAK2.TK3_IMS15_1_A,,Sub,station,VAK2,supply,air,machine3,air,flow,controller,15,1,control,point,,,
VAK2.TK3_IMS15_1_M,,Sub,station,VAK2,supply,air,machine3,air,flow,controller,15,1,measurement,,,,
VAK2.TK3_IMS15_1_PM,,Sub,station,VAK2,supply,air,machine3,air,flow,controller,15,1,PM,,,,
VAK2.TK3_IMS15_2_A,,Sub,station,VAK2,supply,air,machine3,air,flow,controller,15,2,control,point,,,
VAK2.TK3_IMS15_2_M,,Sub,station,VAK2,supply,air,machine3,air,flow,controller,15,2,measurement,,,,
VAK2.TK3_IMS15_2_PM,,Sub,station,VAK2,supply,air,machine3,air,flow,controller,15,2,PM,,,,
VAK2.TK3_LISAAIKA_FI,,Sub,station,VAK2,supply,air,machine3,LISAAIKA,FI,,,,,,,,
VAK2.TK3_LTO_A,,Sub,station,VAK2,supply,air,machine3,LTO,control,point,,,,,,,
VAK2.TK3_LTO_C,,Sub,station,VAK2,supply,air,machine3,LTO,control,,,,,,,,
VAK2.TK3_LTOHY_FM,,Sub,station,VAK2,supply,air,machine3,LTOHY,fictional,point,measurement,,,,,,
VAK2.TK3_ME16_1_A,,Sub,station,VAK2,supply,air,machine3,electronic,humidity,sensor,16,1,control,point,,,
VAK2.TK3_ME16_1_C,,Sub,station,VAK2,supply,air,machine3,electronic,humidity,sensor,16,1,control,,,,
VAK2.TK3_ME16_1_M,,Sub,station,VAK2,supply,air,machine3,electronic,humidity,sensor,16,1,measurement,,,,
VAK2.TK3_PDE08_M,,Sub,station,VAK2,supply,air,machine3,PDE08,measurement,,,,,,,,
VAK2.TK3_PDE21_M,,Sub,station,VAK2,supply,air,machine3,PDE21,measurement,,,,,,,,
VAK2.TK3_PDIE01_ARH,,Sub,station,VAK2,supply,air,machine3,PDIE01,low,limit,alarm,,,,,,
VAK2.TK3_PDIE01_M,,Sub,station,VAK2,supply,air,machine3,PDIE01,measurement,,,,,,,,
VAK2.TK3_PDIE01_YRH,,Sub,station,VAK2,supply,air,machine3,PDIE01,high,limit,alarm,,,,,,
VAK2.TK3_PDIE19_ARH,,Sub,station,VAK2,supply,air,machine3,PDIE19,low,limit,alarm,,,,,,
VAK2.TK3_PDIE19_M,,Sub,station,VAK2,supply,air,machine3,PDIE19,measurement,,,,,,,,
VAK2.TK3_PDIE19_YRH,,Sub,station,VAK2,supply,air,machine3,PDIE19,high,limit,alarm,,,,,,
VAK2.TK3_PE40_M,,Sub,station,VAK2,supply,air,machine3,PE40,measurement,,,,,,,,
VAK2.TK3_PE41_ARH,,Sub,station,VAK2,supply,air,machine3,PE41,low,limit,alarm,,,,,,
VAK2.TK3_PE41_M,,Sub,station,VAK2,supply,air,machine3,PE41,measurement,,,,,,,,
VAK2.TK3_PF_SM_KAM,,Sub,station,VAK2,supply,air,machine3,PF,SM,KAM,,,,,,,
VAK2.TK3_PF_SM_KHM,,Sub,station,VAK2,supply,air,machine3,PF,SM,KHM,,,,,,,
VAK2.TK3_PF_SM_KM,,Sub,station,VAK2,supply,air,machine3,PF,SM,KM,,,,,,,
VAK2.TK3_PIE10_C,,Sub,station,VAK2,supply,air,machine3,PIE,10,control,,,,,,,
VAK2.TK3_PIE10_M,,Sub,station,VAK2,supply,air,machine3,PIE,10,measurement,,,,,,,
VAK2.TK3_PIE10_RH,,Sub,station,VAK2,supply,air,machine3,PIE,10,RH,,,,,,,
VAK2.TK3_PIE19_C,,Sub,station,VAK2,supply,air,machine3,PIE,19,control,,,,,,,
VAK2.TK3_PIE19_M,,Sub,station,VAK2,supply,air,machine3,PIE,19,measurement,,,,,,,
VAK2.TK3_PIE19_RH,,Sub,station,VAK2,supply,air,machine3,PIE,19,RH,,,,,,,
VAK2.TK3_POISTOPAINE,,Sub,station,VAK2,supply,air,machine3,POISTOPAINE,,,,,,,,,
VAK2.TK3_PU02_FI,,Sub,station,VAK2,supply,air,machine3,PU,2,FI,,,,,,,
VAK2.TK3_PU02_I,,Sub,station,VAK2,supply,air,machine3,PU,2,state,,,,,,,
VAK2.TK3_QE16_2_M,,Sub,station,VAK2,supply,air,machine3,CO2,sensor,16,2,measurement,,,,,
VAK2.TK3_QE19_A,,Sub,station,VAK2,supply,air,machine3,CO2,sensor,19,control,point,,,,,
VAK2.TK3_QE19_ARH,,Sub,station,VAK2,supply,air,machine3,CO2,sensor,19,low,limit,alarm,,,,
VAK2.TK3_QE19_C,,Sub,station,VAK2,supply,air,machine3,CO2,sensor,19,control,,,,,,
VAK2.TK3_QE19_M,,Sub,station,VAK2,supply,air,machine3,CO2,sensor,19,measurement,,,,,,
VAK2.TK3_QE19_YRH,,Sub,station,VAK2,supply,air,machine3,CO2,sensor,19,high,limit,alarm,,,,
VAK2.TK3_SC02_A,,Sub,station,VAK2,supply,air,machine3,SC02,control,point,,,,,,,
VAK2.TK3_SC02_FH,,Sub,station,VAK2,supply,air,machine3,SC02,fictional,alarm,point,,,,,,
VAK2.TK3_SC08_A,,Sub,station,VAK2,supply,air,machine3,SC08,control,point,,,,,,,
VAK2.TK3_SC08_FH,,Sub,station,VAK2,supply,air,machine3,SC08,fictional,alarm,point,,,,,,
VAK2.TK3_SC08_FO,,Sub,station,VAK2,supply,air,machine3,SC08,fictional,control,point,,,,,,
VAK2.TK3_SC08_I,,Sub,station,VAK2,supply,air,machine3,SC08,state,,,,,,,,
VAK2.TK3_SC21_A,,Sub,station,VAK2,supply,air,machine3,SC21,control,point,,,,,,,
VAK2.TK3_SC21_FH,,Sub,station,VAK2,supply,air,machine3,SC21,fictional,alarm,point,,,,,,
VAK2.TK3_SC21_FO,,Sub,station,VAK2,supply,air,machine3,SC21,fictional,control,point,,,,,,
VAK2.TK3_SC21_I,,Sub,station,VAK2,supply,air,machine3,SC21,state,,,,,,,,
VAK2.TK3_SFP_FM,,Sub,station,VAK2,supply,air,machine3,SFP,fictional,point,measurement,,,,,,
VAK2.TK3_SIS_PUH_L,,Sub,station,VAK2,supply,air,machine3,SIS,PU,H,device,point,,,,,
VAK2.TK3_T,,Sub,station,VAK2,supply,air,machine3,time,program,,,,,,,,
VAK2.TK3_TE00_M,,Sub,station,VAK2,supply,air,machine3,temperature,measurement,0,measurement,,,,,,
VAK2.TK3_TE10_ARH,,Sub,station,VAK2,supply,air,machine3,temperature,measurement,10,low,limit,alarm,,,,
VAK2.TK3_TE10_C,,Sub,station,VAK2,supply,air,machine3,temperature,measurement,10,control,,,,,,
VAK2.TK3_TE10_M,,Sub,station,VAK2,supply,air,machine3,temperature,measurement,10,measurement,,,,,,
VAK2.TK3_TE10_PVH,,Sub,station,VAK2,supply,air,machine3,temperature,measurement,10,PVH,,,,,,
VAK2.TK3_TE10_RH,,Sub,station,VAK2,supply,air,machine3,temperature,measurement,10,RH,,,,,,
